;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;dia;infectats
;;;;;;;;;;;;;;;;01/02/20;1
;;;;;;;;;;;;;;;;02/02/20;1
;;;;;;;;;;;;;;;;03/02/20;1
;;;;;;;;;;;;;;;;04/02/20;1
;;;;;;;;;;;;;;;;05/02/20;1
;;;;;;;;;;;;;;;;06/02/20;1
;;;;;;;;;;;;;;;;07/02/20;1
;;;;;;;;;;;;;;;;08/02/20;1
;;;;;;;;;;;;;;;;09/02/20;1
;;;;;;;;;;;;;;;;10/02/20;1
;;;;;;;;;;;;;;;;11/02/20;2
;;;;;;;;;;;;;;;;12/02/20;2
;;;;;;;;;;;;;;;;13/02/20;2
;;;;;;;;;;;;;;;;14/02/20;2
;;;;;;;;;;;;;;;;15/02/20;2
;;;;;;;;;;;;;;;;16/02/20;2
;;;;;;;;;;;;;;;;17/02/20;2
;;;;;;;;;;;;;;;;18/02/20;2
;;;;;;;;;;;;;;;;19/02/20;2
;;;;;;;;;;;;;;;;20/02/20;2
;;;;;;;;;;;;;;;;21/02/20;2
;;;;;;;;;;;;;;;;22/02/20;2
;;;;;;;;;;;;;;;;23/02/20;2
;;;;;;;;;;;;;;;;24/02/20;2
;;;;;;;;;;;;;;;;25/02/20;2
;;;;;;;;;;;;;;;;26/02/20;11
;;;;;;;;;;;;;;;;27/02/20;15
;;;;;;;;;;;;;;;;28/02/20;41
;;;;;;;;;;;;;;;;29/02/20;58
;;;;;;;;;;;;;;;;01/03/20;79
;;;;;;;;;;;;;;;;02/03/20;114
;;;;;;;;;;;;;;;;03/03/20;151
;;;;;;;;;;;;;;;;04/03/20;200
;;;;;;;;;;;;;;;;05/03/20;261
;;;;;;;;;;;;;;;;06/03/20;345
;;;;;;;;;;;;;;;;07/03/20;441
;;;;;;;;;;;;;;;;08/03/20;580
;;;;;;;;;;;;;;;;09/03/20;1204
;;;;;;;;;;;;;;;;10/03/20;1639
;;;;;;;;;;;;;;;;11/03/20;2002
;;;;;;;;;;;;;;;;12/03/20;2968
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;Ship;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
