CCAA,27/02/20,28/02/20,29/02/20,01/03/20,02/03/20,03/03/20,04/03/20,05/03/20,06/03/20,07/03/20,08/03/20,09/03/20,10/03/20,11/03/20,12/03/20,13/03/20,14/03/20,15/03/20,16/03/20,17/03/20,18/03/20,19/03/20,20/03/20
Casos nuevos,#VALOR!,16,12,22,48,36,48,39,128,65,159,410,623,506,822,1259,1544,2000,1438,1987,2538,3431,2833
